Q1,T1,spT1,kc,ki,kd,error,errorI,errorD,Modo,time
0.0,32.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0,16:22:00.902
0.0,32.75,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0,16:22:01.609
0.0,32.25,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0,16:22:02.316
0.0,32.25,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0,16:22:03.023
0.0,32.5,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0,16:22:03.730
0.0,32.5,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0,16:22:04.437
0.0,32.75,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0,16:22:05.143
0.0,32.75,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0,16:22:05.850
0.0,32.5,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0,16:22:06.557
0.0,32.25,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0,16:22:07.264
0.0,32.5,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0,16:22:07.971
0.0,32.5,25.0,0.0,0.0,0.0,0.0,0.0,0.0,1,16:22:09.371
0.0,32.5,25.0,0.0,0.0,0.0,0.0,0.0,0.0,1,16:22:10.078
0.0,32.5,25.0,0.0,0.0,0.0,0.0,0.0,0.0,1,16:22:10.785
0.0,32.25,25.0,0.0,0.0,0.0,0.0,0.0,0.0,1,16:22:11.492
0.0,32.5,25.0,0.0,0.0,0.0,0.0,0.0,0.0,1,16:22:12.199
0.0,32.25,25.0,0.0,0.0,0.0,0.0,0.0,0.0,1,16:22:12.906
0.0,32.25,25.0,0.0,0.0,0.0,0.0,0.0,0.0,1,16:22:13.612
