Q1,T1,spT1,kc,ki,kd,error,errorI,errorD,Modo,time
0.0,32.5,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0,14:41:44.240
0.0,32.5,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0,14:41:44.947
0.0,32.75,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0,14:41:45.654
0.0,32.75,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0,14:41:46.360
0.0,32.75,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0,14:41:47.067
0.0,32.75,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0,14:41:47.773
0.0,32.5,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0,14:41:48.479
0.0,32.25,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0,14:41:49.186
0.0,32.5,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0,14:41:49.893
0.0,32.75,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0,14:41:50.599
0.0,32.75,25.0,0.0,0.0,0.0,0.0,0.0,0.0,1,14:41:51.998
0.0,32.75,25.0,0.0,0.0,0.0,0.0,0.0,0.0,1,14:41:52.705
0.0,32.25,25.0,0.0,0.0,0.0,0.0,0.0,0.0,1,14:41:53.411
0.0,32.75,25.0,0.0,0.0,0.0,0.0,0.0,0.0,1,14:41:54.118
0.0,32.75,25.0,0.0,0.0,0.0,0.0,0.0,0.0,1,14:41:54.824
0.0,31.75,25.0,0.0,0.0,0.0,0.0,0.0,0.0,1,14:41:55.531
