Q1,T1,spT1,kc,ki,kd,error,errorI,errorD,Modo,time
0.0,30.75,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0,08:32:19.906
0.0,31.75,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0,08:32:20.919
0.0,31.25,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0,08:32:21.926
0.0,31.75,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0,08:32:22.933
0.0,31.25,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0,08:32:23.941
0.0,31.75,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0,08:32:24.949
0.0,31.75,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0,08:32:25.958
0.0,31.75,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0,08:32:26.967
0.0,31.75,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0,08:32:27.974
0.0,31.75,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0,08:32:28.980
0.0,31.75,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0,08:32:29.987
0.0,31.75,25.0,0.0,0.0,0.0,0.0,0.0,0.0,1,08:32:30.994
0.0,31.75,25.0,0.0,0.0,0.0,0.0,0.0,0.0,1,08:32:32.000
0.0,31.25,25.0,0.0,0.0,0.0,0.0,0.0,0.0,1,08:32:33.006
0.0,31.25,25.0,0.0,0.0,0.0,0.0,0.0,0.0,1,08:32:34.013
0.0,31.75,25.0,0.0,0.0,0.0,0.0,0.0,0.0,1,08:32:35.019
0.0,31.25,25.0,0.0,0.0,0.0,0.0,0.0,0.0,1,08:32:36.027
0.0,31.75,150.0,0.0,0.0,0.0,0.0,0.0,0.0,1,08:32:40.050
0.0,31.75,150.0,0.0,0.0,0.0,0.0,0.0,0.0,1,08:32:41.058
0.0,31.5,150.0,0.0,0.0,0.0,0.0,0.0,0.0,1,08:32:42.065
0.0,31.5,150.0,0.0,0.0,0.0,0.0,0.0,0.0,1,08:32:43.073
0.0,31.75,150.0,0.0,0.0,0.0,0.0,0.0,0.0,1,08:32:44.079
0.0,30.75,150.0,0.0,0.0,0.0,0.0,0.0,0.0,1,08:32:45.086
0.0,31.75,150.0,0.0,0.0,0.0,0.0,0.0,0.0,1,08:32:46.099
0.0,31.25,150.0,0.0,0.0,0.0,0.0,0.0,0.0,1,08:32:47.106
0.0,31.25,150.0,0.0,0.0,0.0,0.0,0.0,0.0,1,08:32:48.112
0.0,31.25,150.0,0.0,0.0,0.0,0.0,0.0,0.0,1,08:32:49.119
0.0,31.75,150.0,0.0,0.0,0.0,0.0,0.0,0.0,1,08:32:50.126
0.0,31.25,150.0,0.0,0.0,0.0,0.0,0.0,0.0,1,08:32:51.139
0.0,31.25,150.0,10.0,0.5,300.0,0.0,0.0,0.0,1,08:32:52.150
0.0,31.75,150.0,10.0,0.5,300.0,0.0,0.0,0.0,1,08:32:53.156
0.0,31.75,150.0,10.0,0.5,300.0,0.0,0.0,0.0,1,08:32:54.164
0.0,31.75,150.0,10.0,0.5,300.0,0.0,0.0,0.0,1,08:32:55.170
0.0,31.75,150.0,10.0,0.5,300.0,0.0,0.0,0.0,1,08:32:56.177
0.0,31.75,150.0,10.0,0.5,300.0,0.0,0.0,0.0,1,08:32:57.185
0.0,31.75,150.0,10.0,0.5,300.0,0.0,0.0,0.0,1,08:32:58.191
0.0,31.5,150.0,10.0,0.5,300.0,0.0,0.0,0.0,1,08:32:59.198
