Q1,T1,spT1,kc,ki,kd,error,errorI,errorD,Modo,time
0.0,31.75,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0,08:31:00.628
0.0,31.5,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0,08:31:01.335
0.0,31.75,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0,08:31:02.042
0.0,31.25,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0,08:31:02.750
0.0,31.25,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0,08:31:03.457
0.0,31.75,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0,08:31:04.164
0.0,31.25,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0,08:31:04.871
0.0,31.5,25.0,0.0,0.0,0.0,0.0,0.0,0.0,1,08:31:06.393
0.0,31.5,25.0,0.0,0.0,0.0,0.0,0.0,0.0,1,08:31:06.979
0.0,31.75,25.0,0.0,0.0,0.0,0.0,0.0,0.0,1,08:31:07.686
0.0,31.25,25.0,0.0,0.0,0.0,0.0,0.0,0.0,1,08:31:08.393
0.0,31.5,25.0,0.0,0.0,0.0,0.0,0.0,0.0,1,08:31:09.102
0.0,31.75,25.0,0.0,0.0,0.0,0.0,0.0,0.0,1,08:31:09.807
0.0,31.75,25.0,0.0,0.0,0.0,0.0,0.0,0.0,1,08:31:10.514
0.0,31.75,25.0,0.0,0.0,0.0,0.0,0.0,0.0,1,08:31:11.221
0.0,31.5,25.0,0.0,0.0,0.0,0.0,0.0,0.0,1,08:31:11.928
0.0,31.75,25.0,0.0,0.0,0.0,0.0,0.0,0.0,1,08:31:12.635
0.0,31.75,25.0,0.0,0.0,0.0,0.0,0.0,0.0,1,08:31:13.342
0.0,31.5,25.0,0.0,0.0,0.0,0.0,0.0,0.0,1,08:31:15.558
0.0,31.75,25.0,0.0,0.0,0.0,0.0,0.0,0.0,1,08:31:16.170
0.0,31.75,150.0,0.0,0.0,0.0,0.0,0.0,0.0,1,08:31:20.738
0.0,31.75,150.0,0.0,0.0,0.0,0.0,0.0,0.0,1,08:31:21.247
0.0,31.75,150.0,0.0,0.0,0.0,0.0,0.0,0.0,1,08:31:21.841
0.0,31.75,150.0,0.0,0.0,0.0,0.0,0.0,0.0,1,08:31:22.548
0.0,31.75,150.0,0.0,0.0,0.0,0.0,0.0,0.0,1,08:31:23.256
0.0,30.75,150.0,0.0,0.0,0.0,0.0,0.0,0.0,1,08:31:23.963
0.0,31.75,150.0,0.0,0.0,0.0,0.0,0.0,0.0,1,08:31:24.670
0.0,31.5,150.0,0.0,0.0,0.0,0.0,0.0,0.0,1,08:31:25.378
0.0,31.25,150.0,0.0,0.0,0.0,0.0,0.0,0.0,1,08:31:26.085
0.0,31.75,150.0,0.0,0.0,0.0,0.0,0.0,0.0,1,08:31:26.791
0.0,31.25,150.0,0.0,0.0,0.0,0.0,0.0,0.0,1,08:31:27.498
0.0,31.25,150.0,0.0,0.0,0.0,0.0,0.0,0.0,1,08:31:28.205
0.0,32.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,1,08:31:28.912
0.0,31.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,1,08:31:29.619
0.0,31.25,150.0,0.0,0.0,0.0,0.0,0.0,0.0,1,08:31:31.840
0.0,31.75,150.0,0.0,0.0,0.0,0.0,0.0,0.0,1,08:31:32.447
0.0,31.75,150.0,0.0,0.0,0.0,0.0,0.0,0.0,1,08:31:33.154
0.0,31.75,150.0,0.0,0.0,0.0,0.0,0.0,0.0,1,08:31:33.861
0.0,31.25,150.0,0.0,0.0,0.0,0.0,0.0,0.0,1,08:31:34.568
0.0,31.75,150.0,10.0,0.333,500.0,0.0,0.0,0.0,1,08:31:37.356
0.0,31.0,150.0,10.0,0.333,500.0,0.0,0.0,0.0,1,08:31:38.063
0.0,31.0,150.0,10.0,0.333,500.0,0.0,0.0,0.0,1,08:31:38.771
0.0,31.75,150.0,10.0,0.333,500.0,0.0,0.0,0.0,1,08:31:39.477
0.0,31.75,150.0,10.0,0.333,500.0,0.0,0.0,0.0,1,08:31:40.185
0.0,31.25,150.0,10.0,0.333,500.0,0.0,0.0,0.0,1,08:31:40.892
0.0,31.25,150.0,10.0,0.333,500.0,0.0,0.0,0.0,1,08:31:41.599
0.0,31.5,150.0,10.0,0.333,500.0,0.0,0.0,0.0,1,08:31:42.307
0.0,31.75,150.0,10.0,0.333,500.0,0.0,0.0,0.0,1,08:31:43.014
0.0,31.75,150.0,10.0,0.333,500.0,0.0,0.0,0.0,1,08:31:43.722
0.0,31.75,150.0,10.0,0.333,500.0,0.0,0.0,0.0,1,08:31:44.429
0.0,31.25,150.0,10.0,0.333,500.0,0.0,0.0,0.0,1,08:31:45.137
0.0,31.0,150.0,10.0,0.333,500.0,0.0,0.0,0.0,1,08:31:45.844
0.0,31.5,150.0,10.0,0.333,500.0,0.0,0.0,0.0,1,08:31:46.551
0.0,31.5,150.0,10.0,0.333,500.0,0.0,0.0,0.0,1,08:31:47.259
0.0,31.75,150.0,10.0,0.333,500.0,0.0,0.0,0.0,1,08:31:47.967
