Q1,T1,spT1,kc,ki,kd,error,errorI,errorD,Modo,time
0.0,32.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0,09:38:47.114
0.0,31.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0,09:38:48.125
0.0,31.75,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0,09:38:49.131
0.0,31.75,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0,09:38:50.139
0.0,31.5,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0,09:38:51.146
0.0,31.5,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0,09:38:52.169
0.0,31.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0,09:38:53.194
0.0,31.75,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0,09:38:54.220
0.0,31.25,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0,09:38:55.238
0.0,31.75,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0,09:38:56.255
0.0,31.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0,09:38:57.269
0.0,31.75,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0,09:38:58.289
0.0,31.75,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0,09:38:59.302
0.0,31.5,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0,09:39:00.318
0.0,31.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0,09:39:01.333
0.0,31.75,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0,09:39:02.354
0.0,31.5,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0,09:39:03.370
0.0,31.75,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0,09:39:04.384
0.0,31.5,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0,09:39:05.402
0.0,32.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0,09:39:06.417
0.0,32.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,1,09:39:07.430
0.0,32.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,1,09:39:08.452
0.0,32.25,150.0,0.0,0.0,0.0,0.0,0.0,0.0,1,09:39:15.514
0.0,31.75,150.0,0.0,0.0,0.0,0.0,0.0,0.0,1,09:39:16.535
0.0,31.5,150.0,0.0,0.0,0.0,0.0,0.0,0.0,1,09:39:17.553
0.0,31.75,150.0,0.0,0.0,0.0,0.0,0.0,0.0,1,09:39:18.570
0.0,31.75,150.0,0.0,0.0,0.0,0.0,0.0,0.0,1,09:39:19.591
0.0,31.5,150.0,0.0,0.0,0.0,0.0,0.0,0.0,1,09:39:20.606
0.0,31.5,150.0,0.0,0.0,0.0,0.0,0.0,0.0,1,09:39:21.625
0.0,32.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,1,09:39:22.641
0.0,31.5,150.0,0.0,0.0,0.0,0.0,0.0,0.0,1,09:39:23.653
0.0,31.75,150.0,0.0,0.0,0.0,0.0,0.0,0.0,1,09:39:24.666
0.0,31.75,150.0,0.0,0.0,0.0,0.0,0.0,0.0,1,09:39:25.680
0.0,32.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,1,09:39:26.711
0.0,31.75,150.0,0.0,0.0,0.0,0.0,0.0,0.0,1,09:39:27.726
0.0,31.5,150.0,0.0,0.0,0.0,0.0,0.0,0.0,1,09:39:28.746
0.0,31.5,150.0,0.0,0.0,0.0,0.0,0.0,0.0,1,09:39:29.762
0.0,31.75,150.0,0.0,0.0,0.0,0.0,0.0,0.0,1,09:39:30.775
0.0,31.25,150.0,0.0,0.0,0.0,0.0,0.0,0.0,1,09:39:31.791
0.0,31.75,150.0,0.0,0.0,0.0,0.0,0.0,0.0,1,09:39:32.811
0.0,31.5,150.0,0.0,0.0,0.0,0.0,0.0,0.0,1,09:39:33.832
0.0,31.75,150.0,0.0,0.0,0.0,0.0,0.0,0.0,1,09:39:34.847
0.0,32.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,1,09:39:35.856
0.0,32.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,1,09:39:36.873
0.0,31.25,150.0,0.0,0.0,0.0,0.0,0.0,0.0,1,09:39:37.890
0.0,31.75,150.0,0.0,0.0,0.0,0.0,0.0,0.0,1,09:39:38.913
0.0,31.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,1,09:39:39.932
0.0,32.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,1,09:39:40.952
0.0,31.5,150.0,0.0,0.0,0.0,0.0,0.0,0.0,1,09:39:41.979
0.0,32.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,1,09:39:43.008
0.0,31.75,150.0,0.0,0.0,0.0,0.0,0.0,0.0,1,09:39:44.035
0.0,31.25,150.0,0.0,0.0,0.0,0.0,0.0,0.0,1,09:39:45.058
0.0,31.75,150.0,0.0,0.0,0.0,0.0,0.0,0.0,1,09:39:46.065
0.0,31.75,150.0,0.0,0.0,0.0,0.0,0.0,0.0,1,09:39:47.073
0.0,31.5,150.0,0.0,0.0,0.0,0.0,0.0,0.0,1,09:39:48.096
0.0,32.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,1,09:39:49.119
0.0,32.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,1,09:39:50.138
0.0,31.5,150.0,0.0,0.0,0.0,0.0,0.0,0.0,1,09:39:51.168
0.0,32.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,1,09:39:52.189
0.0,32.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,1,09:39:53.212
0.0,31.25,150.0,0.0,0.0,0.0,0.0,0.0,0.0,1,09:39:54.238
0.0,31.5,150.0,0.0,0.0,0.0,0.0,0.0,0.0,1,09:39:55.262
0.0,31.5,150.0,0.0,0.0,0.0,0.0,0.0,0.0,1,09:39:56.287
0.0,31.25,150.0,0.0,0.0,0.0,0.0,0.0,0.0,1,09:39:57.306
0.0,31.25,150.0,0.0,0.0,0.0,0.0,0.0,0.0,1,09:39:58.326
0.0,31.75,150.0,0.0,0.0,0.0,0.0,0.0,0.0,1,09:39:59.348
0.0,31.5,150.0,0.0,0.0,0.0,0.0,0.0,0.0,1,09:40:00.377
0.0,31.75,150.0,0.0,0.0,0.0,0.0,0.0,0.0,1,09:40:01.411
0.0,31.5,150.0,0.0,0.0,0.0,0.0,0.0,0.0,1,09:40:02.436
0.0,31.75,25.0,0.0,0.0,0.0,0.0,0.0,0.0,1,09:40:09.513
0.0,32.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,1,09:40:10.533
0.0,32.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,1,09:40:11.560
0.0,31.75,25.0,0.0,0.0,0.0,0.0,0.0,0.0,1,09:40:12.581
0.0,32.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,1,09:40:13.606
0.0,31.75,25.0,0.0,0.0,0.0,0.0,0.0,0.0,1,09:40:14.630
0.0,31.75,25.0,0.0,0.0,0.0,0.0,0.0,0.0,1,09:40:15.647
0.0,31.75,25.0,0.0,0.0,0.0,0.0,0.0,0.0,1,09:40:16.670
0.0,32.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,1,09:40:17.691
0.0,31.75,25.0,0.0,0.0,0.0,0.0,0.0,0.0,1,09:40:18.714
0.0,31.75,25.0,0.0,0.0,0.0,0.0,0.0,0.0,1,09:40:19.734
0.0,31.5,25.0,0.0,0.0,0.0,0.0,0.0,0.0,1,09:40:20.754
0.0,31.75,25.0,0.0,0.0,0.0,0.0,0.0,0.0,1,09:40:21.778
0.0,31.75,25.0,0.0,0.0,0.0,0.0,0.0,0.0,1,09:40:22.801
0.0,32.25,25.0,0.0,0.0,0.0,0.0,0.0,0.0,1,09:40:23.829
0.0,31.5,25.0,0.0,0.0,0.0,0.0,0.0,0.0,1,09:40:24.846
0.0,32.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,1,09:40:25.865
0.0,31.5,25.0,0.0,0.0,0.0,0.0,0.0,0.0,1,09:40:26.894
0.0,31.5,25.0,0.0,0.0,0.0,0.0,0.0,0.0,1,09:40:27.917
0.0,31.75,25.0,0.0,0.0,0.0,0.0,0.0,0.0,1,09:40:28.941
0.0,31.75,25.0,0.0,0.0,0.0,0.0,0.0,0.0,1,09:40:29.961
0.0,32.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,1,09:40:30.982
0.0,31.5,25.0,0.0,0.0,0.0,0.0,0.0,0.0,1,09:40:32.005
0.0,31.75,25.0,0.0,0.0,0.0,0.0,0.0,0.0,1,09:40:33.028
0.0,32.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,1,09:40:34.049
0.0,31.75,25.0,0.0,0.0,0.0,0.0,0.0,0.0,1,09:40:35.070
0.0,32.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,1,09:40:36.094
0.0,31.75,25.0,0.0,0.0,0.0,0.0,0.0,0.0,1,09:40:37.128
0.0,31.75,25.0,0.0,0.0,0.0,0.0,0.0,0.0,1,09:40:38.151
0.0,31.5,25.0,0.0,0.0,0.0,0.0,0.0,0.0,1,09:40:39.171
0.0,32.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,1,09:40:40.193
0.0,31.75,25.0,0.0,0.0,0.0,0.0,0.0,0.0,1,09:40:41.214
0.0,31.75,25.0,0.0,0.0,0.0,0.0,0.0,0.0,1,09:40:42.237
0.0,31.75,25.0,0.0,0.0,0.0,0.0,0.0,0.0,1,09:40:43.267
0.0,32.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,1,09:40:44.291
0.0,31.5,25.0,0.0,0.0,0.0,0.0,0.0,0.0,1,09:40:45.316
0.0,31.5,25.0,0.0,0.0,0.0,0.0,0.0,0.0,1,09:40:46.342
0.0,32.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,1,09:40:47.357
0.0,31.25,25.0,0.0,0.0,0.0,0.0,0.0,0.0,1,09:40:48.380
0.0,32.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,1,09:40:49.407
0.0,32.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,1,09:40:50.428
0.0,31.5,25.0,0.0,0.0,0.0,0.0,0.0,0.0,1,09:40:51.450
0.0,31.75,25.0,0.0,0.0,0.0,0.0,0.0,0.0,1,09:40:52.473
0.0,31.75,25.0,0.0,0.0,0.0,0.0,0.0,0.0,1,09:40:53.495
0.0,31.75,25.0,0.0,0.0,0.0,0.0,0.0,0.0,1,09:40:54.523
0.0,31.75,25.0,0.0,0.0,0.0,0.0,0.0,0.0,1,09:40:55.545
0.0,31.75,25.0,0.0,0.0,0.0,0.0,0.0,0.0,1,09:40:56.573
0.0,31.75,25.0,0.0,0.0,0.0,0.0,0.0,0.0,1,09:40:57.601
0.0,32.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,1,09:40:58.625
0.0,31.75,25.0,0.0,0.0,0.0,0.0,0.0,0.0,1,09:40:59.649
0.0,31.75,25.0,0.0,0.0,0.0,0.0,0.0,0.0,1,09:41:00.669
0.0,32.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,1,09:41:01.697
0.0,31.75,25.0,0.0,0.0,0.0,0.0,0.0,0.0,1,09:41:02.721
0.0,32.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,1,09:41:03.745
0.0,32.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,1,09:41:04.770
0.0,31.75,25.0,0.0,0.0,0.0,0.0,0.0,0.0,1,09:41:05.796
0.0,31.5,25.0,0.0,0.0,0.0,0.0,0.0,0.0,1,09:41:06.821
0.0,32.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,1,09:41:07.846
0.0,31.75,25.0,0.0,0.0,0.0,0.0,0.0,0.0,1,09:41:08.870
0.0,31.75,25.0,0.0,0.0,0.0,0.0,0.0,0.0,1,09:41:09.896
0.0,31.5,25.0,0.0,0.0,0.0,0.0,0.0,0.0,1,09:41:10.917
0.0,31.75,25.0,0.0,0.0,0.0,0.0,0.0,0.0,1,09:41:11.942
