Q1,T1,spT1,kc,ki,kd,error,errorI,errorD,Modo,time
0.0,31.75,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0,08:29:13.045
0.0,31.75,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0,08:29:13.559
0.0,31.5,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0,08:29:14.677
0.0,32.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0,08:29:15.184
0.0,31.5,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0,08:29:15.691
0.0,31.25,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0,08:29:16.811
0.0,31.5,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0,08:29:17.322
0.0,31.25,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0,08:29:17.828
0.0,31.5,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0,08:29:18.943
0.0,31.25,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0,08:29:19.451
0.0,31.25,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0,08:29:19.958
0.0,31.25,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0,08:29:20.585
0.0,31.25,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0,08:29:21.700
0.0,31.75,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0,08:29:22.207
0.0,31.5,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0,08:29:22.715
0.0,31.25,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0,08:29:23.843
0.0,32.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0,08:29:24.349
0.0,31.25,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0,08:29:24.856
0.0,31.75,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0,08:29:25.972
0.0,31.25,25.0,0.0,0.0,0.0,0.0,0.0,0.0,1,08:29:27.098
0.0,31.5,25.0,0.0,0.0,0.0,0.0,0.0,0.0,1,08:29:27.641
0.0,31.5,25.0,0.0,0.0,0.0,0.0,0.0,0.0,1,08:29:28.751
0.0,31.75,25.0,0.0,0.0,0.0,0.0,0.0,0.0,1,08:29:29.257
0.0,31.25,25.0,0.0,0.0,0.0,0.0,0.0,0.0,1,08:29:29.768
0.0,31.75,25.0,0.0,0.0,0.0,0.0,0.0,0.0,1,08:29:30.890
0.0,31.5,25.0,0.0,0.0,0.0,0.0,0.0,0.0,1,08:29:31.397
0.0,31.25,25.0,0.0,0.0,0.0,0.0,0.0,0.0,1,08:29:31.903
0.0,31.25,25.0,0.0,0.0,0.0,0.0,0.0,0.0,1,08:29:33.027
0.0,31.75,25.0,0.0,0.0,0.0,0.0,0.0,0.0,1,08:29:33.535
0.0,31.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,1,08:29:34.042
0.0,31.25,25.0,0.0,0.0,0.0,0.0,0.0,0.0,1,08:29:35.165
0.0,31.75,25.0,0.0,0.0,0.0,0.0,0.0,0.0,1,08:29:35.673
0.0,31.75,150.0,0.0,0.0,0.0,0.0,0.0,0.0,1,08:29:39.844
0.0,31.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,1,08:29:40.382
0.0,31.75,150.0,0.0,0.0,0.0,0.0,0.0,0.0,1,08:29:41.500
0.0,31.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,1,08:29:42.008
0.0,32.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,1,08:29:42.518
0.0,31.75,150.0,0.0,0.0,0.0,0.0,0.0,0.0,1,08:29:43.637
0.0,31.25,150.0,0.0,0.0,0.0,0.0,0.0,0.0,1,08:29:44.145
0.0,31.25,150.0,0.0,0.0,0.0,0.0,0.0,0.0,1,08:29:44.651
0.0,31.75,150.0,0.0,0.0,0.0,0.0,0.0,0.0,1,08:29:45.766
0.0,31.75,150.0,0.0,0.0,0.0,0.0,0.0,0.0,1,08:29:46.273
0.0,31.5,150.0,0.0,0.0,0.0,0.0,0.0,0.0,1,08:29:46.780
0.0,31.75,150.0,0.0,0.0,0.0,0.0,0.0,0.0,1,08:29:47.900
0.0,31.25,150.0,0.0,0.0,0.0,0.0,0.0,0.0,1,08:29:48.409
0.0,32.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,1,08:29:48.919
